Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Bangladesh,BGD,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,,,,,,,,,,,,,,9.303496616,4.289492534,5.668954857,7.516294697,11.60865893,11.67721877,9.715406244,11.24777825,11.53743159,11.35093116,6.038200325,12.27987433,11.5154562,9.015625306,11.2782065,10.31789193,13.348179,10.137168,9.634802818,13.08551657,12.68688899,16.16023523,16.71163768,18.1536941,19.29223713,18.41656232,16.09405639,18.27884224,18.24546468,21.56587712,22.04946947,24.92170612,26.02905471,27.97729145,28.68198183,29.18853734,35.95329636,36.70328256,40.87839273,40.21265317,40.95306337,39.82443311,40.77319094,42.47831273,41.79132123,42.94398702,43.99763123,45.41503915,,,
Bangladesh,BGD,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,1.894381457,2.297735631,2.578466569,2.901081339,3.910328707,2.222778853,3.436992102,3.469341742,3.213646747,3.263009797,2.775298561,,3.04560986,3.126561232,2.709229433,2.463183367,2.393262988,,2.277136311,2.717268055,3.082042809,2.22439866,,2.375271928,2.415624919,1.924798983,1.92737016,2.08477069,2.9405684,3.16445013,3.358709164,3.002142655,2.347674251,1.997846943,1.944246864,2.153900363,2.213041835,,2.682702116,,,,,,,,
Bangladesh,BGD,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,23.68897777,14.54774252,11.46997733,9.499531206,7.477787089,12.17828522,10.65979625,9.267990284,16.5351615,18.34493796,14.69912348,,12.06779916,16.50170674,11.55348197,12.24792347,10.8016809,,7.740658678,7.150545589,8.983181596,7.463974165,,7.281797483,4.831118328,6.789235631,11.09878931,8.297179562,10.21045921,12.75003591,10.48649541,7.41205504,12.23529718,8.295865778,7.584305492,8.843734448,8.05278075,,10.86158575,,,,,,,,
Bangladesh,BGD,"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54,,,,,55.48,,,,18.26,16.33,16.33,16.33,16.05,18.67,13.98,9.36,9.47,7.51,5.42,7.2,5.8,5.26,8.68,7.96,,7.33,8.02,,,5.1,6.23,6.21,5.58,
Bangladesh,BGD,"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.85,,,,,81.76,,,,24.88,21.79,21.79,21.39,21.46,19.98,18.62,15.79,15.83,14.97,15.85,14.92,14.89,14.58,15.35,14.4,,13.13,13.63,,,13.91,14.53,14.63,15.18,
Bangladesh,BGD,"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.43,,,,,77.19,,,,22.15,18.52,18.11,17.89,18.31,19.06,15.8,22.7,21.64,9.25,7.71,10.71,9.94,9.63,12.84,12.09,,12.32,11.03,,,9.34,11.48,11.44,11,
Bangladesh,BGD,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.36,,,,,84.9,,,,27.52,22.31,22.23,20.87,21.01,19.56,18.26,15.37,15.21,14.27,13.75,14.05,13.88,13.8,13.53,12.86,,11.97,12.96,,,12.19,12.53,12.57,12.89,
Bangladesh,BGD,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.12,,,,,86.87,,,,24.22,19.76,19.09,18.74,19.53,19.45,16.84,30,30.12,10.67,8.69,13.16,12.31,12.24,14.22,13.84,,13.87,12.79,,,11.99,13.86,13.84,13.46,
Bangladesh,BGD,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.33,,,,,85.32,,,,27.86,22.38,22.3,20.81,20.97,19.52,18.22,15.33,15.14,14.19,13.46,13.94,13.75,13.7,13.31,12.67,,11.82,12.88,,,11.96,12.26,12.29,12.57,
Bangladesh,BGD,Import volume index (2015 = 100),TM.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,18.41687982,19.78588464,19.76558302,17.04455668,22.66447423,20.39516289,19.68250981,19.56583235,20.52596373,23.87756573,22.29457431,21.65162383,23.33172762,25.7305596,27.9550733,35.24376398,34.31430271,34.59767594,34.47168821,36.2342666,35.54428893,37.90327577,36.09230563,39.53805263,41.96376904,45.14308611,48.92831719,50.60988601,54.17581664,55.40833931,62.68521737,69.00389021,69.23430052,76.94279451,85.97512496,100,108.2020551,121.8210734,132.3334515,133.0675505,117.0281202,148.6773428,,
Bangladesh,BGD,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234000000,135000000,178000000,151000000,211000000,290000000,165000000,113000000,165000000,161000000,141000000,142000000,156000000,184000000,249000000,261000000,332000000,304000000,350000000,400000000,427000000,484000000,603000000,755000000,920000000,394000000,,,
Bangladesh,BGD,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.856932865,0.744172998,0.833568741,0.777142605,,,,0.451680314,0.475652503,0.359391214,0.380558123,0.414095692,0.465858684,0.429806121,0.56899835,0.88842516,0.809009438,0.869641803,0.566327448,,,
Bangladesh,BGD,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,,,19.7,,,18.2,,,,15,,,16.8,,,,13.5,,13.8952247,12,,,,12,13.68997889,,,,
Bangladesh,BGD,Rural population (% of total population),SP.RUR.TOTL.ZS,94.865,94.722,94.502,94.273,94.036,93.789,93.533,93.267,92.991,92.704,92.407,92.099,91.779,91.447,90.966,90.164,89.299,88.37,87.371,86.299,85.149,84.199,83.788,83.369,82.94,82.504,82.059,81.605,81.141,80.67,80.189,79.743,79.39,79.034,78.672,78.307,77.936,77.562,77.182,76.798,76.41,75.904,75.244,74.571,73.886,73.191,72.483,71.763,71.032,70.291,69.538,68.775,68.007,67.238,66.465,65.692,64.917,64.142,63.368,62.595,61.823,61.054,60.289,59.527
Bangladesh,BGD,Completeness of birth registration (%),SP.REG.BRTH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,30.5,,37,20.2,,,,25.2,56,,,,
Bangladesh,BGD,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5,,,20,,,,25,56.1,,,,
Bangladesh,BGD,"Population, female",SP.POP.TOTL.FE.IN,24878240,25598804,26362885,27151732,27964907,28801088,29657617,30551511,31472067,32385386,33225897,33947031,34750171,35753988,36776225,37762351,38756724,39758252,40766279,41786802,42826188,43957975,45189089,46424537,47644190,48847560,50025293,51175860,52294637,53396565,54491175,55554457,56627781,57723368,58836294,59975549,61123899,62313586,63548936,64815861,66067192,67278611,68468235,69625317,70743192,71813210,72831947,73805299,74736651,75629878,76487607,77354265,78243628,79124505,79993271,80855124,81720325,82462276,83091995,83750865,84419144,85086513,85985502,87109279
Bangladesh,BGD,Population growth (annual %),SP.POP.GROW,,2.818718055,2.903940645,2.91486815,2.919515831,2.920485273,2.907588556,2.94175581,2.943679347,2.842426123,2.588662074,1.748145571,1.923364772,2.863046985,2.83120108,2.622252539,2.537668607,2.488273168,2.440310033,2.408973005,2.393148995,2.564832089,2.743110779,2.679567736,2.567896156,2.462762815,2.347935823,2.238799192,2.127299563,2.047422524,1.990333689,1.910610962,1.884873063,1.862772253,1.854179551,1.858255518,1.828051958,1.853490895,1.887961392,1.899517801,1.827328067,1.666893247,1.543406357,1.455305305,1.361547907,1.260665163,1.161167751,1.075642532,0.998440566,0.931892491,0.876530534,0.908525896,0.958355913,0.93840835,0.911167734,0.893819378,0.892432416,0.850917316,0.820955198,0.846411252,0.836310836,0.814977994,1.024233847,1.221714755
Bangladesh,BGD,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.047,1.047,1.047,1.048,1.048,1.048,1.048,1.049,1.049,1.049,1.049,1.049,1.05,1.05,1.05,1.05,1.05,1.051,1.052,1.052,1.052,1.048,1.045,1.046,1.045,1.046,1.05,1.053,1.053,1.051,1.05,1.049,1.046,1.045,1.042,1.039,1.036,1.037,1.039,1.04,1.04,1.041,1.041,1.039,1.038,1.037,1.038,1.038,1.037,1.036,1.036,1.037,1.042,1.045,1.048,1.049,1.05,1.051,1.051,1.051,1.05,1.05,1.05,
Bangladesh,BGD,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.452298867,0.436334838,0.423582253,0.413955184,0.408254531,0.406215564,0.407440018,0.41185197,0.418285205,0.425429544,0.431735516,0.427953478,0.425717323,0.433989344,0.44290299,0.453532415,0.465781112,0.478465452,0.490335407,0.499919807,0.506983023,0.51072985,0.51135242,0.511804787,0.514598942,0.520008579,0.527657074,0.537184915,0.546929894,0.554697666,0.559743848,0.561738903,0.561514139,0.560843925,0.560341207,0.560721003,0.562604003,0.566270568,0.571859299,0.579323482,0.589013984,0.600456065,0.613035373,0.626883322,0.641618635,0.656982887,0.673002746,0.689705902,0.707363785,0.726670479,0.74827023,0.773338747,0.802363735,0.834443767,0.868281164,0.902817241,0.93806345,0.975932922,1.016886157,1.059962187,1.098878124,1.131827424,1.167925954,1.200099475
Bangladesh,BGD,"Population ages 65 and above, total",SP.POP.65UP.TO,1511678,1545034,1584486,1629122,1679856,1736335,1798491,1867607,1942011,2018980,2091929,2100485,2119754,2214790,2314702,2421034,2535765,2652832,2770291,2886307,2999412,3108774,3214264,3316270,3415070,3509757,3600391,3686898,3767512,3841216,3908176,3964699,4016859,4072019,4129270,4191481,4261304,4341322,4433162,4538077,4657119,4783190,4917277,5065776,5224282,5390550,5566024,5752915,5953733,6171194,6406569,6671649,6961183,7242497,7513709,7813922,8156764,8529190,8925326,9338298,9703716,10015627,10392030,10837653
Bangladesh,BGD,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,700542,714695,731853,751251,772890,796202,821377,849319,878939,909014,935235,938045,947496,985912,1027794,1073942,1124851,1177660,1230880,1282928,1332968,1380972,1427391,1473160,1519164,1565315,1611695,1658069,1703126,1745982,1786317,1821375,1854954,1891193,1928387,1967828,2010869,2058581,2111717,2171143,2237437,2308901,2385820,2469341,2557470,2649194,2745756,2849013,2960813,3083075,3216738,3365077,3525912,3686080,3843699,4017414,4212711,4417465,4624647,4831248,5012155,5161239,5335783,5546579
Bangladesh,BGD,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.936356793,1.935272054,1.93431413,1.931983601,1.926006763,1.916780052,1.904795655,1.889304264,1.87414446,1.867055097,1.866402555,1.85782521,1.861926063,1.885687523,1.906648929,1.926026824,1.942763532,1.953566771,1.959358371,1.962484471,1.963625644,1.959808203,1.952323049,1.945794332,1.940308966,1.935619731,1.932617347,1.93100028,1.930247665,1.929804848,1.929138067,1.926887685,1.923962004,1.922123653,1.920135384,1.918837792,1.920904963,1.927598085,1.938978963,1.953930705,1.972797633,1.99488512,2.019849058,2.049867148,2.085645938,2.126688808,2.169821179,2.210325726,2.235212561,2.244405298,2.267807878,2.314745685,2.376904721,2.464747173,2.579143204,2.693871943,2.798213296,2.857541793,2.860910953,2.840857823,2.80092394,2.74277543,2.741079521,2.803143968
Bangladesh,BGD,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,3.096233835,3.099193619,3.112963606,3.132104116,3.146588329,3.152997261,3.152899978,3.145767488,3.134482714,3.125093213,3.118114417,3.109046561,3.10375015,3.103252383,3.101740323,3.093403839,3.077064769,3.057801686,3.036091423,3.012743114,2.988151817,2.966098871,2.949486324,2.936747683,2.926392463,2.918422158,2.91582797,2.920843929,2.93254357,2.947981766,2.96642805,2.988363265,3.008672519,3.027645606,3.05076744,3.07652957,3.100112307,3.115760317,3.107001666,3.075747949,3.058291777,3.076305336,3.123009524,3.203488467,3.318712303,3.435079702,3.539799667,3.642260183,3.740885471,3.833859789,3.922841331,4.008120974,4.086632434,4.15499029,4.211582398,4.256530483,4.298467364,4.298074431,4.260879136,4.236774749,4.222254399,4.209500815,4.244421901,4.32472125
Bangladesh,BGD,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,4.634349041,4.624790283,4.61622665,4.608277008,4.597808961,4.584201899,4.567324138,4.546154853,4.522043309,4.495286856,4.468585085,4.453519072,4.434314806,4.403024854,4.371352688,4.335700713,4.300697603,4.271001401,4.245436529,4.220714234,4.196426544,4.176117075,4.165808698,4.166599488,4.175893176,4.192006768,4.211452552,4.228609934,4.221104013,4.188027825,4.179357483,4.208677585,4.250182395,4.323887549,4.44276198,4.561743153,4.662169904,4.754464743,4.836591599,4.907942247,4.966349258,5.02229453,5.078429435,5.123588881,5.156713915,5.179035306,5.201576619,5.237415306,5.289455673,5.356092169,5.439895571,5.543190835,5.677937086,5.830650062,5.98094436,6.125622292,6.250240684,6.246208266,6.118854132,5.981828367,5.861701854,5.802422461,5.931582478,6.237792417
Bangladesh,BGD,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.418864308,6.382622407,6.345024574,6.307914469,6.271622859,6.23862033,6.208978287,6.183807079,6.162485292,6.132122371,6.101437892,6.110485774,6.097011636,6.041808454,5.990018008,5.946868959,5.918665881,5.886142831,5.82137261,5.726075903,5.668785016,5.668915595,5.704129154,5.796725617,5.946223391,6.091627771,6.211949561,6.32425034,6.426719306,6.515635416,6.593919107,6.668549504,6.72558751,6.758220577,6.776995506,6.78167031,6.782453511,6.793343535,6.818667271,6.859561017,6.913572927,6.989158114,7.10522405,7.240122153,7.370921342,7.495102224,7.597449699,7.656904877,7.690859119,7.731320764,7.782901251,7.851695752,7.931189566,7.995097726,8.031970014,8.045786313,8.026811567,8.038940133,8.084150536,8.07004859,7.97453009,7.836816537,7.764544959,7.830593455
Bangladesh,BGD,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.614487829,8.586242935,8.552025102,8.51803687,8.490255305,8.470100304,8.44176051,8.390311694,8.278428296,8.096014357,7.95812062,7.954163944,7.957590943,7.97298321,8.069466075,8.194152268,8.330193233,8.45605838,8.567428977,8.657594807,8.726944232,8.761743461,8.76087367,8.74282719,8.71006718,8.66294661,8.619446681,8.599354266,8.605417881,8.630771474,8.676378331,8.746844481,8.87781115,9.058244913,9.238550103,9.414738329,9.576907141,9.694347315,9.78540459,9.885759366,10.01454247,10.10531713,10.13282145,10.13934845,10.11450127,10.065089,9.982188242,9.868421574,9.751251162,9.654495214,9.577498488,9.512670759,9.447607609,9.371655469,9.291487213,9.209226493,9.14401711,9.261133539,9.543841079,9.789555009,9.953751189,10.03227727,9.987688913,9.872733535
Bangladesh,BGD,"Population ages 15-64, male",SP.POP.1564.MA.IN,15045600,15420950,15806647,16180402,16540439,16921568,17326539,17749362,18191164,18624780,19056588,19230105,19403589,19900275,20420584,20914225,21412940,21911762,22406062,22895040,23383000,23942501,24606064,25308849,26020701,26740219,27475528,28251349,29058973,29877985,30712144,31572911,32460870,33367559,34316042,35310099,36332574,37378118,38431616,39489600,40520066,41370633,42055943,42698605,43307217,43886191,44420020,44902522,45343025,45774098,46218132,46745187,47384377,48070026,48770546,49466120,50148727,50782289,51318704,51771109,52176783,52561266,53145617,53931784
Bangladesh,BGD,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,10.02968236,9.997480742,9.938724649,9.80857335,9.610614832,9.458587284,9.383366843,9.352624163,9.407248339,9.547226023,9.699692837,9.87530397,10.0241606,10.11700415,10.21428654,10.28843927,10.32914959,10.34116515,10.31593293,10.24986669,10.14574202,10.04987036,9.992977508,9.964549673,9.959855441,9.979852729,10.02828799,10.12552793,10.25203799,10.37506813,10.49253205,10.60787336,10.71112419,10.80703408,10.91613027,11.03844418,11.17419891,11.30401393,11.39275329,11.4245926,11.4010491,11.30432003,11.1519539,10.99326198,10.85375474,10.73214524,10.61645043,10.49679177,10.37231057,10.25304635,10.14230567,10.06056492,10.04762516,10.09776807,10.16392373,10.23473045,10.30304395,10.36922993,10.40966575,10.39895289,10.36257848,10.30954212,10.1546752,9.883830516
Bangladesh,BGD,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.60645259,13.75702552,13.89756876,14.03365749,14.16476372,14.29513382,14.43370349,14.56911738,14.6813379,14.76985329,14.80906874,14.7864286,14.73796899,14.6630606,14.57364371,14.50213752,14.46388245,14.51737994,14.6440763,14.79161411,14.94403745,15.04438842,15.03981083,14.97749256,14.91766661,14.86509986,14.83132428,14.81764645,14.7959992,14.74312439,14.65917004,14.51878096,14.31602967,14.08502371,13.84364046,13.58992562,13.31312907,13.01295585,12.70837485,12.41937458,12.15908192,11.9577595,11.85314183,11.83213284,11.84061367,11.86575074,11.89946502,11.88537433,11.80593048,11.67888033,11.49812333,11.26158209,10.99183047,10.70509951,10.40133495,10.08296023,9.757091642,9.486739731,9.293592546,9.137623235,9.01909115,8.930250686,8.823550226,8.709186997
Bangladesh,BGD,"Population ages 0-14, male",SP.POP.0014.MA.IN,11093685,11460256,11858981,12294397,12766062,13239730,13708537,14191767,14681973,15174001,15619715,15937182,16315501,16839154,17355630,17830684,18274740,18722079,19177903,19649851,20140800,20674828,21232481,21758660,22254169,22721604,23146055,23503253,23798012,24064015,24308538,24516417,24701636,24860606,24989959,25091070,25155271,25223624,25320335,25435670,25537365,25682277,25878023,26049994,26185635,26275029,26333738,26377556,26401668,26381620,26306411,26185053,26006825,25781194,25531103,25265427,24998826,24829858,24811724,24884030,25010537,25156687,25197530,25134853
Bangladesh,BGD,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,18.32350845,18.45926669,18.58756579,18.68502014,18.740318,18.73828202,18.69313202,18.6322814,18.56577612,18.51979624,18.45264375,18.21076636,18.08158558,18.17708254,18.27362243,18.38939157,18.47783626,18.4656257,18.37617188,18.27370637,18.16494872,18.03557034,17.88814773,17.72240957,17.52364855,17.29462554,17.01833793,16.68790031,16.33093769,15.97895764,15.62898029,15.24676575,14.84967763,14.47644492,14.12729531,13.80542427,13.54538765,13.38808191,13.31424731,13.26383995,13.23086276,13.20436074,13.11973939,12.9662275,12.76511041,12.51211441,12.21124716,11.88608769,11.54946394,11.20049135,10.84141957,10.47765117,10.12448062,9.811768175,9.552739815,9.358675277,9.235999734,9.180512432,9.164186579,9.161460004,9.176768656,9.208049116,9.235488855,9.245741203
